rank,Artist,Title,Image URL,Release Date,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_sec,time_signature,Preview URL
2394,Ariana Grande,everytime,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,76,0.71,0.614,10,-6.757,0,0.0431,0.186,0.00E+00,0.0974,0.658,148.152,172107,172.107,4,
2395,Mr.Children,ニシエヒガシエ,https://i.scdn.co/image/ab67616d0000b273fa27123216c8f6435a657b81,1999-02-03,41,0.581,0.853,0,-7.684,1,0.041,0.000174,2.66E-02,0.101,0.706,101.989,297227,297.227,4,https://p.scdn.co/mp3-preview/6b0b0e13b05c6c4b5c7ec72f072bb3bb776ba3d5?cid=133ab60d36dd449d94af25689ddde7ed
2396,BTS,MIC Drop,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,2017-09-18,67,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.00E+00,0.0816,0.541,169.961,238193,238.193,4,https://p.scdn.co/mp3-preview/7f839bd9758df8bc2ed9410a914830300ab153dc?cid=133ab60d36dd449d94af25689ddde7ed
2397,Macklemore,Glorious,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,2017-09-22,80,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,220454,220.454,4,https://p.scdn.co/mp3-preview/d5955286b6e230880c24b0b8c8eab30162eaeca7?cid=133ab60d36dd449d94af25689ddde7ed
2398,MOMOLAND,BBoom BBoom,https://i.scdn.co/image/ab67616d0000b273a5bb4ef1ca42f4378d815c7c,2018-01-03,68,0.785,0.744,3,-4.249,0,0.0369,0.0149,6.66E-03,0.0661,0.833,126.018,208863,208.863,4,https://p.scdn.co/mp3-preview/133acd43bc535b487f0ab5a520ae62bd20207b87?cid=133ab60d36dd449d94af25689ddde7ed
2399,Bruno Mars,Versace on the Floor,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,2016-11-17,81,0.578,0.574,2,-6.209,1,0.0454,0.196,0.00E+00,0.083,0.301,174.152,261240,261.24,4,https://p.scdn.co/mp3-preview/6984bfcc42ba35e566625853e20d6fccf7b8348e?cid=133ab60d36dd449d94af25689ddde7ed
2400,Khalid,Outta My Head,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,2019-04-05,69,0.729,0.545,0,-7.818,1,0.0316,0.0174,2.74E-04,0.369,0.514,103.012,177067,177.067,4,https://p.scdn.co/mp3-preview/83a2a37ffd5a4bc31903dcbada46b060ee117991?cid=133ab60d36dd449d94af25689ddde7ed
2401,The Weeknd,Starboy,https://i.scdn.co/image/ab67616d0000b27345b65e32568595e408c386a9,2023-11-05,0,0.676,0.588,7,-7.025,1,0.275,0.137,8.47E-06,0.137,0.484,186.012,230461,230.461,4,
2402,SIRUP,LOOP,https://i.scdn.co/image/ab67616d0000b273fe884f5e27c5151d790e3683,2018-08-01,55,0.674,0.409,11,-8.787,1,0.0618,0.316,8.34E-06,0.101,0.289,79.997,305987,305.987,4,https://p.scdn.co/mp3-preview/b11652891ed28c528a5c3ee94390334596d94dd8?cid=133ab60d36dd449d94af25689ddde7ed
2403,ONE OK ROCK,Take What You Want,https://i.scdn.co/image/ab67616d0000b273bb4468343a290b6f7c6e1de0,2017-01-11,51,0.507,0.865,5,-4.024,1,0.0864,0.0161,0.00E+00,0.262,0.459,118.016,244150,244.15,4,https://p.scdn.co/mp3-preview/c9cc31931cd1c1c680d2a52fd0d629e02d8ae490?cid=133ab60d36dd449d94af25689ddde7ed
2404,Queen,Love Of My Life - Remastered 2011,https://i.scdn.co/image/ab67616d0000b273733cfd7114c704785e4f8da0,1975-11-21,74,0.329,0.179,5,-11.589,1,0.0299,0.933,5.04E-06,0.115,0.255,154.175,217387,217.387,4,
2405,Cardi B,I Like It,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,80,0.816,0.726,5,-3.998,0,0.129,0.099,0.00E+00,0.372,0.65,136.048,253390,253.39,4,https://p.scdn.co/mp3-preview/0fe3542d88da43dd131627df756ac1ce318713fd?cid=133ab60d36dd449d94af25689ddde7ed
2406,The Chainsmokers,Beach House,https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b,2018-12-14,56,0.4,0.838,0,-4.491,1,0.0526,0.174,0.00E+00,0.341,0.533,179.945,206120,206.12,4,https://p.scdn.co/mp3-preview/37487a2a0cc96720d46e2172d02b5c77120289a1?cid=133ab60d36dd449d94af25689ddde7ed
2407,Bazzi,Mine,https://i.scdn.co/image/ab67616d0000b273f9f2d43ff44bdfbe8c556f8d,2018-04-12,77,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,131064,131.064,4,https://p.scdn.co/mp3-preview/c0a7b6ae1f9e5af8169b6aa870bf05c41933c8da?cid=133ab60d36dd449d94af25689ddde7ed
2408,SEVENTEEN,Happy Ending,https://i.scdn.co/image/ab67616d0000b273b21afd1bae8bc9633b97db97,2023-08-22,54,0.622,0.786,11,-3.539,0,0.0845,0.193,0.00E+00,0.286,0.817,159.964,209124,209.124,4,
2409,Kendrick Lamar,HUMBLE.,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,2017-04-14,87,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,177,4,
2410,Kanye West,All Mine,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,2018-06-01,77,0.925,0.31,11,-6.531,0,0.291,0.123,0.00E+00,0.0931,0.291,121.927,145507,145.507,4,
2411,Clean Bandit,Rockabye,https://i.scdn.co/image/ab67616d0000b2731431c3bdf16aa99f71799d95,2016-10-21,77,0.72,0.763,9,-4.068,0,0.0523,0.406,0.00E+00,0.18,0.742,101.965,251088,251.088,4,https://p.scdn.co/mp3-preview/e2ffc646cf90e4e5b71e277394e093c3fbe49357?cid=133ab60d36dd449d94af25689ddde7ed
2412,Shawn Mendes,Youth feat. Khalid,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,2018-05-25,66,0.534,0.596,6,-6.653,0,0.117,0.56,0.00E+00,0.133,0.324,100.121,190867,190.867,4,
2413,Drake,Passionfruit,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2017-03-18,87,0.809,0.463,11,-11.377,1,0.0396,0.256,8.50E-02,0.109,0.364,111.98,298941,298.941,4,
2414,Jason Derulo,Swalla,https://i.scdn.co/image/ab67616d0000b2739d6522bee68370fa5592301d,2017-02-23,76,0.696,0.817,1,-3.862,1,0.109,0.075,0.00E+00,0.187,0.782,98.064,216409,216.409,4,https://p.scdn.co/mp3-preview/78219b6d9b0b7ae621da0d11090995a301e24f3c?cid=133ab60d36dd449d94af25689ddde7ed
2415,Bazzi,Beautiful,https://i.scdn.co/image/ab67616d0000b27305559264ebef3889709826cf,2018-08-02,75,0.638,0.717,2,-4.722,1,0.0337,0.346,0.00E+00,0.105,0.249,100.027,180000,180,4,https://p.scdn.co/mp3-preview/68869934e36a263274c48611101cf5f1d332a89f?cid=133ab60d36dd449d94af25689ddde7ed
2416,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),https://i.scdn.co/image/ab67616d0000b2736cd9798b6ace10ff98d1abdd,2018-02-09,63,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.00E+00,0.157,0.2,113,245453,245.453,4,
2417,Calvin Harris,Giant,https://i.scdn.co/image/ab67616d0000b273a9a9d8a16c0b4146fb707c02,2019-01-11,72,0.807,0.887,1,-4.311,0,0.0361,0.016,5.03E-04,0.0811,0.606,122.015,229184,229.184,4,https://p.scdn.co/mp3-preview/5b1a4dd1d2707b17c9115dcb62ed4a4525e69d9c?cid=133ab60d36dd449d94af25689ddde7ed
2418,Aimyon,RING DING,https://i.scdn.co/image/ab67616d0000b27333c05e1d08fec494a30bd240,2017-09-12,49,0.594,0.867,6,-4.174,1,0.0286,0.0186,0.00E+00,0.0589,0.789,104.999,235693,235.693,4,https://p.scdn.co/mp3-preview/271db8e4924a6061aedf5fabfc570ff3f89e4e18?cid=133ab60d36dd449d94af25689ddde7ed
2419,Yoshiki,Red Swan,https://i.scdn.co/image/ab67616d0000b27335260c6248aecd1bccb4ead9,2018-10-03,44,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25E-06,0.331,0.154,131.744,263720,263.72,4,https://p.scdn.co/mp3-preview/eb8d191d44e61711b99bf537edd9e705d408e9c6?cid=133ab60d36dd449d94af25689ddde7ed
2420,AAA,Tomorrow,https://i.scdn.co/image/ab67616d0000b2734f813b20259a8712f3f934be,2018-08-29,37,0.573,0.739,1,-5.635,1,0.0395,0.223,0.00E+00,0.133,0.636,151.936,287460,287.46,4,https://p.scdn.co/mp3-preview/deaad03db81eafb256cc92c3decd9d19a188148e?cid=133ab60d36dd449d94af25689ddde7ed
2421,BABYMETAL,Distortion,https://i.scdn.co/image/ab67616d0000b27353a180f30e618977a855acff,2018-05-08,31,0.487,0.945,1,-2.895,1,0.108,9.05E-05,2.14E-01,0.227,0.197,97.51,185195,185.195,4,https://p.scdn.co/mp3-preview/889be593ffc40fe62d35853fcf78c06fe3aa8d6b?cid=133ab60d36dd449d94af25689ddde7ed
2422,Sia,Round and Round,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,2018-11-01,46,0.791,0.91,11,-3.105,1,0.0752,0.0499,4.19E-03,0.0703,0.964,119.947,149400,149.4,4,https://p.scdn.co/mp3-preview/28fafed12f07764e06fa935e6a9f78a2801f07e5?cid=133ab60d36dd449d94af25689ddde7ed
2423,98º,What Christmas Means To Me,https://i.scdn.co/image/ab67616d0000b2735379d0a5d27c60fe030b3c00,2017-10-20,41,0.541,0.872,9,-5.069,1,0.0416,0.159,0.00E+00,0.0537,0.782,80.999,183800,183.8,4,
2424,Shawn Mendes,Lost In Japan,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,2018-05-25,73,0.713,0.738,10,-6.784,1,0.374,0.255,0.00E+00,0.106,0.425,105.027,201200,201.2,4,
2425,Loren Allred,Never Enough,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,2017-12-08,76,0.277,0.394,8,-8.903,1,0.0336,0.423,0.00E+00,0.0952,0.227,86.777,207787,207.787,3,https://p.scdn.co/mp3-preview/e607af27b2763870bd8f3ff9f196f004b83fbe0f?cid=133ab60d36dd449d94af25689ddde7ed
2426,TWICE,LALALA,https://i.scdn.co/image/ab67616d0000b2738c3678043fa99294678eebae,2018-11-05,35,0.696,0.872,9,-2.683,1,0.077,0.315,0.00E+00,0.229,0.836,157.012,186287,186.287,4,https://p.scdn.co/mp3-preview/ddc2d686be9628c8346089080b65aad994f07862?cid=133ab60d36dd449d94af25689ddde7ed
2427,Stray Kids,MIROH,https://i.scdn.co/image/ab67616d0000b2739c89b0e7d07c6f15d714ceec,2019-09-19,54,0.564,0.979,9,-3.102,1,0.104,0.0091,0.00E+00,0.249,0.505,126.059,207617,207.617,4,https://p.scdn.co/mp3-preview/37550d915573b26d6a8f6cde5e7a62dfec69e08f?cid=133ab60d36dd449d94af25689ddde7ed
2428,Red Velvet,SAPPY,https://i.scdn.co/image/ab67616d0000b27301e0e722bca6214b065510d4,2019-01-06,37,0.746,0.93,5,-2.027,0,0.147,0.0512,1.28E-06,0.0957,0.466,106.031,199813,199.813,4,https://p.scdn.co/mp3-preview/1c5b2a38673754b6e86e41ed435443446093d120?cid=133ab60d36dd449d94af25689ddde7ed
2429,DA PUMP,if...,https://i.scdn.co/image/ab67616d0000b273f57e942bd6b1a39f555e7a46,2000-09-27,57,0.627,0.903,1,-5.129,0,0.0559,0.0215,0.00E+00,0.0316,0.6,172.103,218800,218.8,4,https://p.scdn.co/mp3-preview/6fa74a99abdfe6b67f91d9a5f13f3dcf7b49a73d?cid=133ab60d36dd449d94af25689ddde7ed
2430,Avicii,Sweet Dreams - Avicii Swede Radio Edit,https://i.scdn.co/image/ab67616d0000b2732f70ed2658ccebb0c2c4fd99,2011-01-01,31,0.701,0.681,8,-7.122,0,0.0475,0.146,3.56E-02,0.131,0.75,127.965,177429,177.429,4,
2431,TWICE,YES or YES - Japanese ver.,https://i.scdn.co/image/ab67616d0000b2737d71499086377bee624360c0,2019-03-06,49,0.707,0.915,6,-2.991,1,0.0419,0.0655,0.00E+00,0.183,0.769,137.972,241093,241.093,4,https://p.scdn.co/mp3-preview/201f05dd0af8a0cba44d008b949f95126dc7a8ad?cid=133ab60d36dd449d94af25689ddde7ed
2432,Queen,The Show Must Go On - Remastered 2011,https://i.scdn.co/image/ab67616d0000b2730c15ed47cc7d3baa77537b52,2004-01-01,17,0.251,0.713,11,-7.301,0,0.0378,0.427,0.00E+00,0.109,0.252,168.352,267440,267.44,4,
2433,BLACKPINK,DDU-DU DDU-DU - Remix,https://i.scdn.co/image/ab67616d0000b2734dad5ee9cd2b2b5827e46d32,2019-10-16,47,0.661,0.876,11,-7.122,0,0.0662,0.0223,1.67E-04,0.07,0.619,144.981,201225,201.225,4,https://p.scdn.co/mp3-preview/d835e3659ff26f7f5ac44a40e4901eb1415fedca?cid=133ab60d36dd449d94af25689ddde7ed
2434,Avicii,Liar Liar,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,2013-01-01,54,0.553,0.789,11,-4.584,0,0.058,0.00949,7.12E-03,0.499,0.392,124.937,238853,238.853,4,
2435,Ava Max,So Am I,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,2020-09-18,74,0.681,0.657,6,-4.671,1,0.0432,0.0748,0.00E+00,0.353,0.628,130.089,183027,183.027,4,https://p.scdn.co/mp3-preview/e07386f9f699fbb4175b9e96002431c0823fe667?cid=133ab60d36dd449d94af25689ddde7ed
2436,Ariana Grande,sweetener,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,66,0.721,0.459,4,-6.408,1,0.032,0.248,0.00E+00,0.212,0.46,119.914,208493,208.493,4,
2437,Zara Larsson,Ruin My Life,https://i.scdn.co/image/ab67616d0000b273ceedff6a709d5a9f6c86a0bc,2018-10-18,66,0.665,0.699,11,-5.265,1,0.0578,0.423,0.00E+00,0.0969,0.585,124.896,190932,190.932,4,https://p.scdn.co/mp3-preview/54e95818869dc3a3b81a15325dce6598557e3dff?cid=133ab60d36dd449d94af25689ddde7ed
2438,Ariana Grande,Break Free,https://i.scdn.co/image/ab67616d0000b27346d1ba2fae86b9c5702533e7,2014-08-25,58,0.688,0.702,7,-5.324,0,0.0456,0.00655,4.28E-05,0.203,0.284,129.952,214840,214.84,4,
2439,Shota Shimizu,Snow Smile,https://i.scdn.co/image/ab67616d0000b273985a3f70cc107662110387f0,2015-02-25,35,0.674,0.709,11,-5.33,1,0.0291,0.319,0.00E+00,0.112,0.397,109.983,308307,308.307,4,https://p.scdn.co/mp3-preview/8d3685599e172a17d19b8727c06dfeb1b53818f8?cid=133ab60d36dd449d94af25689ddde7ed
2440,ELLEGARDEN,スターフィッシュ,https://i.scdn.co/image/ab67616d0000b27340d32176aad45613520036ff,2004-05-26,53,0.377,0.933,2,-0.602,1,0.0849,0.00805,1.44E-06,0.361,0.433,169.97,220720,220.72,4,https://p.scdn.co/mp3-preview/5c3b294546f73066ef67511aca3b82f79b3fc76c?cid=133ab60d36dd449d94af25689ddde7ed
2441,Hikaru Utada,Wait & See ~リスク~,https://i.scdn.co/image/ab67616d0000b2731e15f2777923e7cc546dcee7,2001-03-28,52,0.651,0.913,5,-2.226,0,0.0419,0.245,0.00E+00,0.077,0.716,112.023,288880,288.88,4,
2442,Avril Lavigne,Dumb Blonde,https://i.scdn.co/image/ab67616d0000b2738d240268e81cf5b30c430f1e,2019-06-03,23,0.708,0.907,1,-4.358,1,0.0924,0.121,0.00E+00,0.118,0.937,109.98,188867,188.867,4,https://p.scdn.co/mp3-preview/281e03cc7f5595ce999bcf75f47cff502a3666b2?cid=133ab60d36dd449d94af25689ddde7ed
2443,Queen,Ay-Oh - Live Aid,https://i.scdn.co/image/ab67616d0000b273e8b066f70c206551210d902b,2018-10-19,58,0.215,0.87,2,-10.92,1,0.351,0.881,1.12E-01,0.976,0.462,144.877,41455,41.455,3,
2444,THE BOOM,島唄,https://i.scdn.co/image/ab67616d0000b273cece28326e451e65886ee166,1989-01-01,56,0.585,0.753,4,-5.469,1,0.0319,0.0685,0.00E+00,0.107,0.441,142.468,304893,304.893,4,https://p.scdn.co/mp3-preview/f7f28180af3c34e3b3f000429959a4928628ddbb?cid=133ab60d36dd449d94af25689ddde7ed
2445,The Chainsmokers,Everybody Hates Me,https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b,2018-12-14,59,0.475,0.752,11,-6.596,0,0.0467,0.00703,0.00E+00,0.406,0.515,154.957,223467,223.467,4,https://p.scdn.co/mp3-preview/66236689e47053930cd99c2f7db03a75f32e8124?cid=133ab60d36dd449d94af25689ddde7ed
2446,CHANMINA,I'm a Pop,https://i.scdn.co/image/ab67616d0000b273a9cacac5360932e7a06e453d,2023-10-25,34,0.354,0.923,10,-4.807,0,0.197,0.00146,0.00E+00,0.958,0.342,154.279,138011,138.011,4,https://p.scdn.co/mp3-preview/b1e15c95fe4759e6acfee3c1c17cea4d4cd84859?cid=133ab60d36dd449d94af25689ddde7ed
2447,Mr.Children,CENTER OF UNIVERSE,https://i.scdn.co/image/ab67616d0000b2737cff4d64fe43a21c8127371c,2000-09-27,34,0.445,0.786,7,-6.647,1,0.0451,0.0105,0.00E+00,0.137,0.412,149.856,332760,332.76,4,https://p.scdn.co/mp3-preview/9abdfbfa3b334867ce902602247439f173c2d46f?cid=133ab60d36dd449d94af25689ddde7ed
2448,Logic,Everyday,https://i.scdn.co/image/ab67616d0000b2735f0132896cec27f928d90f9a,2018-03-02,55,0.668,0.756,1,-3.904,1,0.0382,0.0346,0.00E+00,0.0793,0.474,149.908,204827,204.827,4,
2449,Shawn Mendes,Nervous,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,2018-05-25,59,0.841,0.623,0,-6.76,1,0.0776,0.0404,0.00E+00,0.126,0.744,121.983,164147,164.147,4,
2450,Shota Shimizu,Forever Love,https://i.scdn.co/image/ab67616d0000b27331f29b97f592a90b2519106e,2010-03-03,53,0.761,0.822,0,-4.177,0,0.0285,0.0386,0.00E+00,0.234,0.726,120.998,351013,351.013,4,https://p.scdn.co/mp3-preview/6a316b1b30773cdab9d58b190fe96e6ef18d9766?cid=133ab60d36dd449d94af25689ddde7ed
2451,Justin Timberlake,Filthy,https://i.scdn.co/image/ab67616d0000b2734626ff0fee963da605f6aa06,2018-02-02,54,0.745,0.579,1,-5.771,1,0.138,0.0354,1.18E-02,0.246,0.645,97.002,293947,293.947,4,https://p.scdn.co/mp3-preview/4e366614d92cbd410ea93d01726f69911154fd7d?cid=133ab60d36dd449d94af25689ddde7ed
2452,Yutaka Ozaki,OH MY LITTLE GIRL,https://i.scdn.co/image/ab67616d0000b27396c8fcdb7975c2a17172eacf,1983-04-02,58,0.576,0.505,2,-7.282,1,0.0266,0.164,0.00E+00,0.118,0.226,138.439,275867,275.867,4,https://p.scdn.co/mp3-preview/eaca42fc7eef5fa1243145b01cf245464ba140fd?cid=133ab60d36dd449d94af25689ddde7ed
2453,Drake,8 Out Of 10,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,63,0.527,0.689,2,-7.87,1,0.741,0.161,0.00E+00,0.498,0.31,170.538,195720,195.72,4,
2454,BTS,Epiphany,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,2018-08-24,71,0.508,0.559,2,-6.366,0,0.0276,0.288,0.00E+00,0.131,0.329,135.866,240362,240.362,4,https://p.scdn.co/mp3-preview/d08ffa27e224f3d5d14a5b23bceef60f557475fb?cid=133ab60d36dd449d94af25689ddde7ed
2455,TWICE,SIGNAL - Japanese ver.,https://i.scdn.co/image/ab67616d0000b273eebb3680e85749a50f96feaf,2017-06-28,40,0.611,0.724,0,-3.303,1,0.39,0.271,0.00E+00,0.107,0.656,207.581,197929,197.929,4,https://p.scdn.co/mp3-preview/35a200a16edc583867d4b292da1e2665a988a5e8?cid=133ab60d36dd449d94af25689ddde7ed
2456,SPiCYSOL,Blue Moon,https://i.scdn.co/image/ab67616d0000b273e9fd6df12d74f3d264203350,2018-10-12,26,0.665,0.785,2,-5.836,1,0.0371,0.0705,0.00E+00,0.153,0.659,107.988,229099,229.099,4,https://p.scdn.co/mp3-preview/d407297d27bf734e1986a9e18274ca43b24826ab?cid=133ab60d36dd449d94af25689ddde7ed
2457,Martin Garrix,So Far Away,https://i.scdn.co/image/ab67616d0000b2732bfb97c135445f83927049ca,2017-12-01,68,0.526,0.52,6,-7.985,0,0.0569,0.435,0.00E+00,0.197,0.13,149.119,183637,183.637,4,https://p.scdn.co/mp3-preview/b7c853d988e36837686fd80971e79d037376e4fd?cid=133ab60d36dd449d94af25689ddde7ed
2458,Hikaru Utada,Can You Keep A Secret?,https://i.scdn.co/image/ab67616d0000b2731e15f2777923e7cc546dcee7,2001-03-28,63,0.722,0.884,4,-3.593,0,0.0656,0.0378,0.00E+00,0.219,0.647,103.962,308467,308.467,4,
2459,Major Lazer,Cold Water,https://i.scdn.co/image/ab67616d0000b2733032fa0fe777460bae5ffb62,2016-07-22,50,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.00E+00,0.156,0.501,92.943,185352,185.352,4,https://p.scdn.co/mp3-preview/8126a61860aae31e46288d019042510f6b34484c?cid=133ab60d36dd449d94af25689ddde7ed
2460,Aimer,Black Bird,https://i.scdn.co/image/ab67616d0000b27330cf3673464552a8342b6ff3,2019-04-09,46,0.306,0.906,8,-3.349,1,0.0836,0.00331,3.21E-06,0.361,0.268,162.048,227200,227.2,4,https://p.scdn.co/mp3-preview/8b7496eecc51fba0ed1bb65db3a7d5a58242ace9?cid=133ab60d36dd449d94af25689ddde7ed
2461,THE YELLOW MONKEY,天道虫,https://i.scdn.co/image/ab67616d0000b273543a12adc23c8cd181233198,2019-04-17,35,0.396,0.921,11,-4.748,0,0.0496,0.000163,1.21E-03,0.185,0.749,178.149,226053,226.053,4,https://p.scdn.co/mp3-preview/05111d7e8a05098b175f8fc2044efb84c85f1e21?cid=133ab60d36dd449d94af25689ddde7ed
2462,TWICE,STRAWBERRY,https://i.scdn.co/image/ab67616d0000b273b539c6984fe2d08f31800248,2019-04-22,38,0.822,0.655,9,-6.1,1,0.0412,0.101,0.00E+00,0.067,0.793,118.042,209216,209.216,4,https://p.scdn.co/mp3-preview/46c4070592d6dd8d47c02b8b9f6ffa09a66268b3?cid=133ab60d36dd449d94af25689ddde7ed
2463,The Weeknd,I Feel It Coming,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,83,0.773,0.819,0,-5.946,0,0.118,0.428,0.00E+00,0.0679,0.585,92.987,269187,269.187,4,
2464,[Alexandros],ハナウタ,https://i.scdn.co/image/ab67616d0000b273e2a9201c9ef00b0d182447bd,2018-11-21,39,0.265,0.854,6,-3.255,1,0.0505,0.321,1.21E-05,0.2,0.496,95.611,270387,270.387,4,
2465,BLACKPINK,As If It's Your Last,https://i.scdn.co/image/ab67616d0000b27355ef3902e9215876105bb1e2,2017-08-29,56,0.768,0.86,8,-2.234,1,0.0733,0.141,0.00E+00,0.0603,0.489,125.032,212773,212.773,4,https://p.scdn.co/mp3-preview/a3cee6307af480f74bb8aaecfa490ced1ed97d7f?cid=133ab60d36dd449d94af25689ddde7ed
2466,Def Tech,You Gotta,https://i.scdn.co/image/ab67616d0000b2732b8972a194a16f250e275634,2018-07-25,29,0.673,0.802,10,-4.935,0,0.0373,0.116,0.00E+00,0.303,0.557,103.033,169883,169.883,4,https://p.scdn.co/mp3-preview/aa3e2404f18c87c1b56dfef96825c824a2666a5f?cid=133ab60d36dd449d94af25689ddde7ed
2467,Bing Crosby,Winter Wonderland,https://i.scdn.co/image/ab67616d0000b2737459a0913548d00ff4455259,2006-01-01,60,0.592,0.23,10,-13.603,1,0.0511,0.828,0.00E+00,0.12,0.537,126.655,144253,144.253,4,
2468,GENERATIONS from EXILE TRIBE,ALRIGHT! ALRIGHT!,https://i.scdn.co/image/ab67616d0000b273e8b244ac8abba88b6e5e9aff,2018-01-01,26,0.542,0.948,11,-3.308,0,0.0893,0.00127,1.91E-06,0.328,0.756,128.048,259800,259.8,4,https://p.scdn.co/mp3-preview/da58bd963ceb881a5d969611eaf3df7d92b23870?cid=133ab60d36dd449d94af25689ddde7ed
2469,Kygo,Remind Me to Forget,https://i.scdn.co/image/ab67616d0000b2734ece7c376ac63049f46aec6b,2018-03-16,67,0.685,0.508,0,-6.4,1,0.0987,0.193,0.00E+00,0.139,0.315,99.063,217287,217.287,4,https://p.scdn.co/mp3-preview/f6d965f7396c2e888fc7f0230f597e13ae3f3f20?cid=133ab60d36dd449d94af25689ddde7ed
2470,TK from Ling tosite sigure,P.S. Red I,https://i.scdn.co/image/ab67616d0000b2730791e68ca8890c18a41c233e,2019-03-06,47,0.436,0.923,10,-3.748,0,0.139,0.000938,1.24E-05,0.0465,0.427,148.942,259360,259.36,4,https://p.scdn.co/mp3-preview/0fc2fe276377fb3c3bcd877f3689e82b53184b0f?cid=133ab60d36dd449d94af25689ddde7ed
2471,FUKI,Christmas Time Again,https://i.scdn.co/image/ab67616d0000b273b419e1b454701da79b5ef443,2018-12-05,8,0.642,0.409,9,-6.657,1,0.0255,0.589,0.00E+00,0.211,0.228,93.018,256800,256.8,4,https://p.scdn.co/mp3-preview/6e92c1710501d6a7d08451fdb1a0bd6180bf5291?cid=133ab60d36dd449d94af25689ddde7ed
2472,Avicii,Feeling Good,https://i.scdn.co/image/ab67616d0000b273349ec39f83d25520a7981aa7,2015-05-06,60,0.32,0.588,11,-5.49,0,0.0449,0.34,0.00E+00,0.112,0.111,131.585,230425,230.425,4,
2473,Ariana Grande,Into You,https://i.scdn.co/image/ab67616d0000b27333342c57a9b2c4e04c97b3f5,2016-04-01,81,0.623,0.734,9,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853,244453,244.453,4,
2474,Kanye West,I Thought About Killing You,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,2018-06-01,65,0.752,0.396,2,-7.932,1,0.411,0.867,0.00E+00,0.0486,0.417,116.016,274187,274.187,4,
2475,Zedd,Get Low,https://i.scdn.co/image/ab67616d0000b2738d89d8967bd613a72493dfc8,2017-12-29,35,0.728,0.926,1,-3.546,1,0.0541,0.0277,4.85E-06,0.0493,0.514,107.981,204587,204.587,4,
2476,Troye Sivan,My My My!,https://i.scdn.co/image/ab67616d0000b273aae542061ac42ee04779fb2f,2018-08-31,68,0.701,0.458,1,-7.749,1,0.0836,0.00407,1.51E-04,0.045,0.482,102.967,204727,204.727,4,
2477,Kris Kross Amsterdam,Whenever,https://i.scdn.co/image/ab67616d0000b273fc627bc94f61cec8636ab084,2018-06-22,63,0.734,0.765,7,-5.562,1,0.0621,0.151,0.00E+00,0.231,0.518,109.989,163636,163.636,4,https://p.scdn.co/mp3-preview/c49332c75a2ed6a2c6610a0885f8f8634d791e1c?cid=133ab60d36dd449d94af25689ddde7ed
2478,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",https://i.scdn.co/image/ab67616d0000b2739585ff55fff75c5c07a619cb,2010-01-01,83,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.00E+00,0.315,0.624,128.044,201493,201.493,4,
